[LOG]	epoch	train cost	valid. cost	alpha	beta	gamma	train error(recons_mse)	valid. error(recons_mse)	train cost(recons)	train cost(temporal)	train cost(pred)	train cost(potential)	valid. cost(recons)	valid. cost(temporal)	valid. cost(pred)	valid. cost(potential)
[LOG]	151	5.44076	3.03431	0.9	0.1	0.5	0.021308914	0.021447236	1.7948669	0.12890884	1.8262384	6.58974	1.7969942	0.13268125	1.8354976	1.7639592
[LOG]	152	5.73808	4.82022	0.9	0.1	0.5	0.021276481	0.021547727	1.7945223	0.12994605	1.8205336	7.184481	1.7989342	0.12876247	1.8294941	5.3402834
[LOG]	153	5.04045	5.3657	0.9	0.1	0.5	0.021196317	0.021581879	1.7926407	0.12943389	1.8248004	5.7932363	1.8007735	0.13036914	1.8398967	6.4227824
[LOG]	154	5.18841	5.72425	0.9	0.1	0.5	0.02112453	0.021582473	1.7906233	0.13166927	1.8215228	6.090007	1.8005013	0.12971835	1.8310546	7.143524
[LOG]	155	5.26952	2.92891	0.9	0.1	0.5	0.02119607	0.021489546	1.79216	0.12851676	1.8272716	6.2538166	1.7977813	0.13390815	1.8232183	1.5524482
[LOG]	156	4.0793	5.83165	0.9	0.1	0.5	0.021102734	0.021402424	1.7897925	0.13008703	1.8235737	3.8761604	1.7958719	0.13474493	1.835125	7.3580017
[LOG]	157	4.16176	3.35528	0.9	0.1	0.5	0.020960083	0.021349058	1.7863188	0.13346231	1.8251055	4.041733	1.7947683	0.13256115	1.8340966	2.4116995
[LOG]	158	4.25546	4.27221	0.9	0.1	0.5	0.020887678	0.021350646	1.7841641	0.13440435	1.8280418	4.2311926	1.7943332	0.13306436	1.836994	4.244968
[LOG]	159	4.4607	4.62557	0.9	0.1	0.5	0.020819984	0.02132432	1.7818455	0.13469294	1.8316758	4.645084	1.7922329	0.13371895	1.840502	4.9540486
[LOG]	160	6.01935	4.2344	0.9	0.1	0.5	0.020812111	0.02103851	1.781915	0.136583	1.8366619	7.757922	1.7863139	0.13616347	1.8365399	4.1800127
[LOG]	161	4.34766	4.54814	0.9	0.1	0.5	0.020675875	0.021245955	1.7777512	0.13860618	1.8334491	4.419961	1.7912639	0.13520095	1.8417813	4.798357
[LOG]	162	4.24767	4.15549	0.9	0.1	0.5	0.020628296	0.020969896	1.7770324	0.13790187	1.8312271	4.223229	1.7834669	0.138963	1.8296633	4.024417
[LOG]	163	3.74256	5.34187	0.9	0.1	0.5	0.020570345	0.020829847	1.7746044	0.13907629	1.8322159	3.2156441	1.7802206	0.1355138	1.8389335	6.4081006
[LOG]	164	3.9883	4.71591	0.9	0.1	0.5	0.020549322	0.020921554	1.774326	0.13771781	1.8323497	3.7102032	1.7819442	0.13693112	1.8346469	5.151156
[LOG]	165	5.25087	4.55288	0.9	0.1	0.5	0.020347623	0.020774482	1.7683139	0.14195539	1.8376049	6.238791	1.7782826	0.13717729	1.8484768	4.8292937
[LOG]	166	4.59242	4.52047	0.9	0.1	0.5	0.020395575	0.020706907	1.769256	0.14166713	1.8414683	4.9198003	1.7756627	0.13786805	1.8490661	4.768399
[LOG]	167	4.12392	2.91213	0.9	0.1	0.5	0.020268911	0.02059809	1.7655537	0.14377478	1.8436095	3.9860113	1.772457	0.14370091	1.8426604	1.548944
[LOG]	168	5.23823	5.4446	0.9	0.1	0.5	0.02012557	0.020275824	1.7618668	0.14411183	1.8406185	6.222004	1.7624276	0.14992756	1.8526269	6.620762
[LOG]	169	4.57124	5.54033	0.9	0.1	0.5	0.020001039	0.020336995	1.7575067	0.14684577	1.8513608	4.889716	1.764151	0.14413422	1.8598806	6.8178005
[LOG]	170	4.0136	2.83738	0.9	0.1	0.5	0.019862028	0.020118123	1.7544612	0.1478341	1.8512659	3.778902	1.7583001	0.15066363	1.8537117	1.4131916
[LOG]	171	3.76186	2.63989	0.9	0.1	0.5	0.019705124	0.020108953	1.749078	0.15109669	1.8549111	3.2796676	1.7574099	0.15319714	1.8602573	1.0142323
[LOG]	172	4.09807	2.68819	0.9	0.1	0.5	0.019671839	0.019947559	1.7469854	0.15318081	1.8560747	3.952342	1.7518274	0.15650342	1.8686943	1.1143973
[LOG]	173	3.9556	3.89736	0.9	0.1	0.5	0.019462386	0.019624094	1.7409961	0.15758169	1.8612735	3.670467	1.7420496	0.15706691	1.8729913	3.5504684
[LOG]	174	3.89701	3.90479	0.9	0.1	0.5	0.019140426	0.019558258	1.7317917	0.16032696	1.8653023	3.5660446	1.7396381	0.16251123	1.8649015	3.562074
[LOG]	175	4.25203	5.23366	0.9	0.1	0.5	0.019092496	0.0192753	1.7292639	0.16263287	1.8711244	4.2759547	1.7306571	0.16161531	1.8621261	6.240056
[LOG]	176	4.93286	4.28407	0.9	0.1	0.5	0.018979907	0.019285357	1.725433	0.16514964	1.8727629	5.6404395	1.7302231	0.16570938	1.8909854	4.3286176
[LOG]	177	4.12773	3.11827	0.9	0.1	0.5	0.01861493	0.019104851	1.7121222	0.1664463	1.8852175	4.051939	1.7255307	0.16878223	1.8847231	2.0021012
[LOG]	178	4.64848	2.89115	0.9	0.1	0.5	0.018479723	0.018691149	1.7082283	0.17125764	1.8845426	5.0927587	1.7110646	0.17466764	1.8823116	1.5667331
[LOG]	179	3.81596	3.31849	0.9	0.1	0.5	0.018286949	0.018602172	1.7020047	0.1748149	1.88849	3.4330742	1.7081271	0.17807505	1.892405	2.4192524
[LOG]	180	4.28956	4.2515	0.9	0.1	0.5	0.01806178	0.018672468	1.6943158	0.17880568	1.8906739	4.3880916	1.7103862	0.17950325	1.8952259	4.277652
[LOG]	181	4.97292	2.74009	0.9	0.1	0.5	0.018024981	0.018059932	1.6900977	0.18378058	1.9103922	5.750275	1.689198	0.18336087	1.9029292	1.2886674
[LOG]	182	4.49233	2.26253	0.9	0.1	0.5	0.017747514	0.017762335	1.6800525	0.18730721	1.9237125	4.8001127	1.677783	0.1871084	1.9191606	0.3463322
[LOG]	183	3.00847	2.72059	0.9	0.1	0.5	0.017528446	0.01781249	1.6741595	0.19291449	1.9120425	1.8366666	1.6780645	0.19426584	1.9235405	1.2483695
[LOG]	184	3.9543	4.88078	0.9	0.1	0.5	0.017151577	0.017212559	1.6608882	0.19688866	1.9021044	3.749894	1.6577955	0.19864148	1.913609	5.6035976
[LOG]	185	3.72369	2.75254	0.9	0.1	0.5	0.016964179	0.017303817	1.6522193	0.20075962	1.9366431	3.2921972	1.6576442	0.20287052	1.926901	1.3371942
[LOG]	186	4.73333	3.99125	0.9	0.1	0.5	0.016663574	0.016977293	1.6397036	0.2078829	1.9421234	5.32253	1.6458341	0.2099018	1.9337721	3.824141
[LOG]	187	2.76419	3.70859	0.9	0.1	0.5	0.016311644	0.016876226	1.6271956	0.21421711	1.9452863	1.3971714	1.6392223	0.21519016	1.9727789	3.2546573
[LOG]	188	3.78812	3.80843	0.9	0.1	0.5	0.016012616	0.01623159	1.6157919	0.21872787	1.9608454	3.4566338	1.6212642	0.21746364	1.9576682	3.4892175
[LOG]	189	4.19064	3.5007	0.9	0.1	0.5	0.015939359	0.016050562	1.6091803	0.22438942	1.9834999	4.260241	1.6067824	0.22574812	1.9883722	2.8817313
[LOG]	190	4.35041	3.2992	0.9	0.1	0.5	0.015445936	0.015668364	1.5936942	0.22998172	1.9823598	4.6010494	1.5947175	0.23047523	1.9763416	2.4969027
[LOG]	191	3.55668	2.27477	0.9	0.1	0.5	0.01513011	0.015431989	1.5798205	0.23788838	1.9940534	3.0247443	1.5806903	0.23674282	1.9802991	0.46399176
[LOG]	192	3.02389	3.03883	0.9	0.1	0.5	0.0149295125	0.01490672	1.5684936	0.24132149	2.004396	1.9736978	1.5605611	0.24418604	2.003656	2.0144403
[LOG]	193	4.69881	3.66712	0.9	0.1	0.5	0.0145792235	0.014753718	1.5551407	0.24847959	2.0158095	5.3352485	1.5579981	0.25287437	2.0237362	3.2566576
[LOG]	194	3.06325	2.91512	0.9	0.1	0.5	0.014184858	0.014503734	1.5425601	0.25666544	1.9994359	2.0778995	1.5466925	0.2578954	2.0021596	1.7706164
[LOG]	195	3.16956	3.9472	0.9	0.1	0.5	0.013814334	0.014188872	1.5232259	0.2676566	2.0292904	2.3032103	1.5295281	0.26899981	2.0219624	3.8449469
[LOG]	196	3.12535	2.26906	0.9	0.1	0.5	0.013884928	0.013925138	1.5216959	0.281558	2.054643	2.187796	1.5159076	0.28285426	2.0440474	0.48658654
[LOG]	197	2.87489	2.45313	0.9	0.1	0.5	0.013397454	0.013527052	1.5040759	0.28590512	2.0178065	1.721754	1.5020686	0.2880765	2.031653	0.8755821
[LOG]	198	3.21501	2.84169	0.9	0.1	0.5	0.013118434	0.01354677	1.4898746	0.29457664	2.056224	2.4070928	1.4991401	0.29978237	2.0921094	1.6253864
[LOG]	199	3.29204	3.96124	0.9	0.1	0.5	0.012934086	0.013384006	1.4807892	0.3037701	2.0535755	2.563396	1.4934018	0.3066777	2.0736992	3.8673089
[LOG]	200	3.80882	3.40127	0.9	0.1	0.5	0.012510301	0.012637942	1.4640684	0.31291905	2.0592403	3.61284	1.4590274	0.317391	2.052034	2.8012147
[LOG]	201	3.42907	2.86534	0.9	0.1	0.5	0.012208661	0.012338732	1.447648	0.31719145	2.089474	2.8722916	1.4465555	0.32097164	2.0896358	1.7401882
[LOG]	202	2.74791	2.29047	0.9	0.1	0.5	0.011973697	0.012251156	1.4338446	0.3259182	2.1058967	1.5185709	1.4369419	0.33010766	2.088438	0.59344596
[LOG]	203	2.81536	4.11823	0.9	0.1	0.5	0.01171616	0.011758323	1.4260955	0.3327608	2.0774732	1.6623424	1.4184468	0.33733603	2.0563085	4.2793884
[LOG]	204	3.92952	2.34124	0.9	0.1	0.5	0.011447863	0.011556002	1.4110413	0.33960298	2.1044767	3.9029965	1.4088452	0.34290272	2.1178389	0.7222192
[LOG]	205	3.86363	2.46331	0.9	0.1	0.5	0.01122447	0.011109272	1.3991116	0.34296364	2.1047332	3.789102	1.3835776	0.34314165	2.1000962	1.0201306
[LOG]	206	2.90018	2.60724	0.9	0.1	0.5	0.010892703	0.01115726	1.3869067	0.34892315	2.0941322	1.8780415	1.3909845	0.35527566	2.113896	1.2686125
[LOG]	207	4.34302	3.75371	0.9	0.1	0.5	0.010685389	0.010897804	1.3720577	0.35378644	2.1213346	4.778987	1.3721372	0.3586762	2.143881	3.5869002
[LOG]	208	3.28542	2.12399	0.9	0.1	0.5	0.010407498	0.010665766	1.3597885	0.35818976	2.1204448	2.6805172	1.3640138	0.36780804	2.138683	0.32824504
[LOG]	209	3.63952	4.15408	0.9	0.1	0.5	0.010259517	0.010437825	1.3499975	0.3648446	2.1218908	3.3959558	1.3510509	0.37297565	2.127986	4.4071226
[LOG]	210	3.8615	2.87022	0.9	0.1	0.5	0.010176468	0.010179789	1.3430133	0.37075844	2.1149626	3.8446014	1.3384938	0.3805148	2.1246936	1.8515643
[LOG]	211	3.35531	3.04004	0.9	0.1	0.5	0.009844203	0.009806037	1.327464	0.37654886	2.1469598	2.8463683	1.320799	0.38293487	2.1567237	2.2157187
[LOG]	212	2.70196	3.20861	0.9	0.1	0.5	0.009708903	0.009619001	1.319621	0.3809684	2.1605468	1.5446237	1.3081967	0.38157737	2.1326118	2.5852659
[LOG]	213	2.27623	6.165	0.9	0.1	0.5	0.009448413	0.009524408	1.3096504	0.3837634	2.1245522	0.71533567	1.3076377	0.38846713	2.112694	8.4908
[LOG]	214	2.78978	3.27151	0.9	0.1	0.5	0.00917038	0.009235119	1.2950313	0.39055339	2.164113	1.7513137	1.2863754	0.39303917	2.1450224	2.7314231
[LOG]	215	2.67173	1.9185	0.9	0.1	0.5	0.009017196	0.0092017595	1.2844281	0.39261898	2.1547358	1.5344594	1.2854365	0.40211108	2.151846	0.009470105
[LOG]	216	2.32981	2.54233	0.9	0.1	0.5	0.009005395	0.008873158	1.2838635	0.39900634	2.1406412	0.84314346	1.2718508	0.39888602	2.096087	1.3013233
[LOG]	217	4.23458	3.17525	0.9	0.1	0.5	0.008786234	0.008729129	1.2706683	0.40059838	2.1252809	4.6791415	1.2620164	0.40642872	2.1355975	2.5652304
[LOG]	218	2.8774	2.05155	0.9	0.1	0.5	0.008627397	0.008650077	1.2612458	0.40843457	2.1212945	1.9701556	1.2537276	0.4116009	2.1243484	0.32717273
[LOG]	219	3.2977	2.41236	0.9	0.1	0.5	0.008478029	0.008560926	1.2555577	0.4159493	2.1258094	2.807637	1.2514739	0.41997817	2.1341588	1.0361905
[LOG]	220	2.95266	2.48414	0.9	0.1	0.5	0.008214764	0.008320496	1.2424408	0.41850293	2.1118195	2.1419635	1.2410427	0.42380488	2.1097438	1.1985942
[LOG]	221	2.74615	3.56786	0.9	0.1	0.5	0.008200381	0.008307498	1.2429914	0.42196205	2.1291263	1.7181247	1.2371416	0.42976916	2.0953395	3.365948
[LOG]	222	2.61103	3.29099	0.9	0.1	0.5	0.008182106	0.008186066	1.2390056	0.42795792	2.1510825	1.4405262	1.233078	0.43329623	2.1363184	2.8056533
[LOG]	223	2.69829	3.39172	0.9	0.1	0.5	0.008008204	0.00818523	1.2291286	0.43216947	2.1406848	1.6292131	1.2282	0.4421124	2.1445065	2.9992728
[LOG]	224	2.37104	2.9964	0.9	0.1	0.5	0.007853782	0.008070293	1.2222592	0.4322161	2.111641	0.99418336	1.2262845	0.44149345	2.079607	2.2265582
[LOG]	225	2.52695	3.11125	0.9	0.1	0.5	0.0077798576	0.0077918367	1.2185022	0.43341646	2.1124668	1.3111596	1.2119019	0.4393817	2.1266375	2.4793708
[LOG]	226	2.51156	1.98597	0.9	0.1	0.5	0.0076836925	0.00789265	1.2133896	0.4323681	2.1049607	1.2940243	1.2149241	0.4470356	2.1006625	0.21422216
[LOG]	227	2.61868	2.83147	0.9	0.1	0.5	0.0075670057	0.007482367	1.2082578	0.43407613	2.0966408	1.5170406	1.1956635	0.43532094	2.1072235	1.963453
[LOG]	228	3.14758	2.30819	0.9	0.1	0.5	0.0074728983	0.007593504	1.2023475	0.43739998	2.1059906	2.5787504	1.1996876	0.44585255	2.09941	0.8913809
[LOG]	229	3.03995	2.8221	0.9	0.1	0.5	0.0074388366	0.00748051	1.1996856	0.4374199	2.0831919	2.3734238	1.1984438	0.43950382	2.067444	1.9396002
[LOG]	230	3.35108	2.48323	0.9	0.1	0.5	0.007345509	0.0073559494	1.19366	0.44255343	2.1211758	2.9907823	1.187019	0.44177195	2.0947998	1.2750585
[LOG]	231	2.57168	2.23448	0.9	0.1	0.5	0.0073664365	0.0072551416	1.1945771	0.4409066	2.0919378	1.4390193	1.1772374	0.44100097	2.0738192	0.8027564
[LOG]	232	2.66825	3.20141	0.9	0.1	0.5	0.0072832145	0.0070713614	1.1874881	0.44336197	2.0911582	1.6420035	1.1700568	0.44502968	2.1238286	2.7336545
[LOG]	233	2.851	2.17997	0.9	0.1	0.5	0.007205825	0.007235031	1.1842855	0.44233394	2.0734148	2.0192878	1.1810073	0.4489159	2.072465	0.6721165
[LOG]	234	2.58	2.34631	0.9	0.1	0.5	0.0072010844	0.0072155716	1.1800053	0.44604126	2.089826	1.4757811	1.1739736	0.44111538	2.0847168	1.0303516
[LOG]	235	2.59098	3.45719	0.9	0.1	0.5	0.007064447	0.0069593675	1.175515	0.44227585	2.065889	1.5183357	1.1630539	0.44568023	2.052622	3.2721968
[LOG]	236	2.9939	3.57052	0.9	0.1	0.5	0.0070071174	0.0070259823	1.1714587	0.45019883	2.082346	2.3145244	1.1667436	0.45421255	2.0680504	3.472843
[LOG]	237	2.40398	3.33923	0.9	0.1	0.5	0.0069861286	0.006796098	1.1680902	0.45365933	2.0400152	1.1434532	1.1492484	0.45153773	2.0378249	3.055883
[LOG]	238	2.66764	2.22453	0.9	0.1	0.5	0.0068123126	0.0070284386	1.1587629	0.45764	2.0390406	1.682287	1.1605762	0.46379364	2.060214	0.7771152
[LOG]	239	2.56891	3.3508	0.9	0.1	0.5	0.006750001	0.0067718923	1.1562016	0.4592421	2.0555997	1.4835477	1.1480545	0.46274436	2.0609434	3.0562487
[LOG]	240	2.17707	1.9987	0.9	0.1	0.5	0.0067512514	0.0066366424	1.155247	0.46093762	2.0208123	0.705588	1.141748	0.45768932	1.991679	0.38751993
[LOG]	241	2.39581	3.68331	0.9	0.1	0.5	0.006643464	0.0067571937	1.148076	0.46096265	2.0898468	1.1433662	1.1467752	0.46408546	2.0604944	3.7212234
[LOG]	242	3.01472	3.72573	0.9	0.1	0.5	0.0067257406	0.006665178	1.1534173	0.46011698	2.0276198	2.3844302	1.1421262	0.46486795	1.9970405	3.8266058
[LOG]	243	2.11795	2.07751	0.9	0.1	0.5	0.0064723315	0.006577473	1.139803	0.45897838	2.0516636	0.61510605	1.1340407	0.4647082	2.034378	0.5389091
[LOG]	244	3.32075	1.85763	0.9	0.1	0.5	0.0065442943	0.00633979	1.1415993	0.4622885	2.0381327	3.0137703	1.122241	0.45779857	2.022265	0.13750148
[LOG]	245	2.24282	5.19548	0.9	0.1	0.5	0.0063148197	0.0065086787	1.1300126	0.45466545	2.0725029	0.88785505	1.1282946	0.46984845	2.0253773	6.7787185
[LOG]	246	2.48642	1.81744	0.9	0.1	0.5	0.0064600403	0.006319868	1.1335309	0.463508	2.0621588	1.3541034	1.117546	0.4628184	2.072911	0.04720757
[LOG]	247	3.12899	2.12777	0.9	0.1	0.5	0.006380507	0.0064576985	1.1320703	0.46154216	2.0106492	2.6559234	1.1293303	0.46742442	2.0029147	0.6499215
[LOG]	248	2.26876	1.78326	0.9	0.1	0.5	0.0062188576	0.006181666	1.1214728	0.46000072	2.0064187	0.9600489	1.1115342	0.4627942	2.0132945	0.0025235415
[LOG]	249	2.44956	3.68226	0.9	0.1	0.5	0.0062498655	0.0063184225	1.1213641	0.46130097	2.0118775	1.3183942	1.117971	0.47017738	2.0370507	3.769568
[LOG]	250	2.89246	2.81675	0.9	0.1	0.5	0.0062429477	0.0060103606	1.119225	0.46099067	2.0175385	2.207854	1.1019242	0.45849267	1.9940403	2.1002212
[LOG]	251	2.46658	2.46315	0.9	0.1	0.5	0.006167295	0.006189212	1.1175402	0.45987996	1.9854324	1.3677509	1.111476	0.47414136	1.9972728	1.3449752
[LOG]	252	3.04101	3.17343	0.9	0.1	0.5	0.006049559	0.006100097	1.1084136	0.45586684	1.9859887	2.541846	1.1044545	0.46619356	2.0165415	2.7899137
[LOG]	253	2.47383	1.80069	0.9	0.1	0.5	0.0061251763	0.0059618233	1.1106467	0.46062145	2.0042734	1.3907275	1.0955325	0.45496842	1.9939351	0.08692035
[LOG]	254	2.77361	2.19844	0.9	0.1	0.5	0.0060185064	0.0058080535	1.1051927	0.45752534	2.0039053	2.006748	1.087386	0.4524839	1.9763016	0.9066103
[LOG]	255	2.45699	2.73948	0.9	0.1	0.5	0.0060944385	0.0059503787	1.1096181	0.46059155	1.9965715	1.3604993	1.0949903	0.4632291	2.0026867	1.9487617
[LOG]	256	2.30218	2.2349	0.9	0.1	0.5	0.005990846	0.005915885	1.0999668	0.46272835	2.0156105	1.0623726	1.0884402	0.46911773	2.0027282	0.941943
[LOG]	257	2.3663	2.30227	0.9	0.1	0.5	0.00592243	0.0058745597	1.0979846	0.45840383	1.9674835	1.2119023	1.0867412	0.4648718	1.9321387	1.1017687
[LOG]	258	2.36839	2.44838	0.9	0.1	0.5	0.0059191096	0.005629427	1.0976198	0.45712498	1.97352	1.2178369	1.0729802	0.46103945	1.9728074	1.420192
[LOG]	259	2.46377	1.79476	0.9	0.1	0.5	0.0058270036	0.005761291	1.0893238	0.45732516	1.9851631	1.422384	1.0796428	0.46217698	1.9785979	0.09631404
[LOG]	260	2.40268	2.21961	0.9	0.1	0.5	0.005681721	0.005802736	1.0812875	0.4571466	2.007655	1.3120475	1.0808228	0.4730749	1.9364755	0.93240714
[LOG]	261	2.28762	3.03071	0.9	0.1	0.5	0.00565229	0.0058358037	1.080475	0.45392182	1.9355506	1.1036986	1.0858352	0.4727417	1.9510713	2.5421739
[LOG]	262	2.55884	4.66001	0.9	0.1	0.5	0.0056847795	0.0056197266	1.0797082	0.4582576	1.9621297	1.6344323	1.066693	0.4657725	1.9412102	5.853466
[LOG]	263	2.02995	2.09176	0.9	0.1	0.5	0.005606395	0.005599659	1.0744356	0.45732105	1.9743316	0.5863602	1.0641083	0.46244693	1.9686786	0.72252774
[LOG]	264	2.76318	3.61534	0.9	0.1	0.5	0.005539443	0.005365316	1.0714653	0.46078086	1.9609967	2.055132	1.0550983	0.45553815	1.9617577	3.801465
[LOG]	265	2.42532	3.02485	0.9	0.1	0.5	0.005468176	0.0053684306	1.0662315	0.45368776	1.9613861	1.4024706	1.0543106	0.45384023	1.934792	2.6304133
[LOG]	266	3.42967	2.07747	0.9	0.1	0.5	0.0054477896	0.005498963	1.0648838	0.455187	1.9590836	3.411568	1.0626988	0.46917027	1.9306489	0.692062
[LOG]	267	2.21802	1.96421	0.9	0.1	0.5	0.005399792	0.005231164	1.0595083	0.45378464	1.9568973	1.0019284	1.0412501	0.45376134	1.9579204	0.53066087
[LOG]	268	2.31085	3.38971	0.9	0.1	0.5	0.0053806533	0.005351351	1.057349	0.44935432	1.9457526	1.2020926	1.0481037	0.45809585	1.9613453	3.3594422
[LOG]	269	2.74057	1.98447	0.9	0.1	0.5	0.005304196	0.005189653	1.0541083	0.45426655	1.9418662	2.0599556	1.0370831	0.4563898	1.9089166	0.5845785
[LOG]	270	2.50649	1.70303	0.9	0.1	0.5	0.0053344034	0.0053374018	1.053138	0.4600342	1.934065	1.5848314	1.0449109	0.45627823	1.9240057	0.003151536
[LOG]	271	2.04989	2.06878	0.9	0.1	0.5	0.005241015	0.0052331006	1.0489041	0.45444015	1.8865292	0.69961196	1.0429783	0.46552494	1.8910049	0.728389
[LOG]	272	2.96425	4.65143	0.9	0.1	0.5	0.0052084876	0.005097147	1.0444629	0.46294022	1.9297328	2.5131485	1.0327239	0.46793634	1.8962837	5.908672
[LOG]	273	2.46473	2.26668	0.9	0.1	0.5	0.0052503073	0.0051189144	1.0474366	0.4607413	1.8819443	1.5216289	1.0317392	0.46170634	1.8450446	1.1625721
[LOG]	274	2.13328	1.69431	0.9	0.1	0.5	0.0051303864	0.0050797504	1.0396374	0.45747906	1.8960589	0.87741166	1.0293341	0.46745926	1.8924994	0.0028339028
[LOG]	275	2.039	2.17025	0.9	0.1	0.5	0.005144714	0.005149954	1.0404172	0.4626506	1.9321506	0.67073745	1.0289352	0.46381515	1.9172031	0.95709
[LOG]	276	2.00831	1.69149	0.9	0.1	0.5	0.0050164615	0.0049495413	1.0336307	0.46000904	1.8666631	0.640789	1.0221677	0.4608841	1.8660791	0.028625466
[LOG]	277	2.47904	2.12354	0.9	0.1	0.5	0.005058425	0.005057164	1.029215	0.46087387	1.9251102	1.5777488	1.021466	0.46977225	1.9249154	0.866269
[LOG]	278	1.94668	2.29675	0.9	0.1	0.5	0.0049485536	0.004923378	1.0244569	0.4567432	1.8863071	0.5378317	1.0170283	0.46723825	1.875696	1.2360638
[LOG]	279	1.91882	1.93596	0.9	0.1	0.5	0.004978096	0.0049682725	1.0323004	0.45992035	1.844007	0.4692331	1.0236819	0.4649942	1.8381659	0.5128031
[LOG]	280	2.06476	4.67373	0.9	0.1	0.5	0.0049053784	0.0049603493	1.0196573	0.45769092	1.9203124	0.7750026	1.017176	0.4674485	1.8796897	5.9884777
[LOG]	281	2.16294	3.07402	0.9	0.1	0.5	0.0048332615	0.004913443	1.0184814	0.45736614	1.8608228	0.9863173	1.0184653	0.47107533	1.8780671	2.7803838
[LOG]	282	2.54919	2.11657	0.9	0.1	0.5	0.0048993677	0.0048712664	1.0236602	0.45914283	1.8511345	1.7472785	1.0121118	0.46001366	1.8354529	0.90669805
[LOG]	283	1.9884	1.66702	0.9	0.1	0.5	0.004870428	0.0048129316	1.0201497	0.45593932	1.8386921	0.6410486	1.0097617	0.46391952	1.853168	0.0018066168
[LOG]	284	1.75609	1.92207	0.9	0.1	0.5	0.0047018	0.004593854	1.0055457	0.45239103	1.8949139	0.20071262	0.9893426	0.45564815	1.8615192	0.565898
[LOG]	285	2.12759	2.38963	0.9	0.1	0.5	0.0047855037	0.004681923	1.0115553	0.46081802	1.8479347	0.9260017	0.99590546	0.46397936	1.840891	1.4771111
[LOG]	286	2.38324	1.80819	0.9	0.1	0.5	0.004710054	0.004673656	1.0052903	0.4579784	1.8707793	1.4503626	0.9932663	0.45968992	1.8278642	0.32981718
[LOG]	287	2.34302	1.97236	0.9	0.1	0.5	0.004776137	0.004515536	1.0117614	0.45727065	1.8305103	1.366435	0.98745364	0.4464436	1.7811503	0.7030872
[LOG]	288	2.01163	1.7307	0.9	0.1	0.5	0.00465379	0.004603549	1.000325	0.45456168	1.8604053	0.7253647	0.9886758	0.45867515	1.8553004	0.18042192
[LOG]	289	1.68936	2.40422	0.9	0.1	0.5	0.0045808856	0.0045455666	0.99524057	0.45578393	1.8369207	0.09361683	0.98553663	0.45948264	1.8347671	1.5365216
[LOG]	290	1.80832	2.01827	0.9	0.1	0.5	0.004532139	0.004482721	0.990627	0.4551753	1.8447351	0.34031913	0.9828142	0.46024516	1.819942	0.7716808
[LOG]	291	1.82307	1.83687	0.9	0.1	0.5	0.0046053757	0.004543902	0.99666286	0.4557882	1.8162233	0.362454	0.9852916	0.458222	1.7780468	0.4160434
[LOG]	292	2.3877	3.3024	0.9	0.1	0.5	0.0045268773	0.0043633627	0.99025655	0.4547374	1.841106	1.5014333	0.97234625	0.4534024	1.7955574	3.3781586
[LOG]	293	1.89833	1.63865	0.9	0.1	0.5	0.004510766	0.004463775	0.9881437	0.45560637	1.8349631	0.52664393	0.97798973	0.4627717	1.7928406	0.023128197
[LOG]	294	1.97215	1.62312	0.9	0.1	0.5	0.004506205	0.0044378038	0.98474824	0.4555182	1.8119857	0.68584687	0.9739247	0.4603833	1.802657	0.0025472492
[LOG]	295	2.02037	2.21924	0.9	0.1	0.5	0.0045010964	0.004340413	0.98474747	0.45587012	1.8438305	0.7753028	0.96927345	0.46576318	1.8426847	1.1864107
[LOG]	296	2.0185	1.8106	0.9	0.1	0.5	0.0044216164	0.0043991823	0.9811777	0.45053375	1.7728088	0.8026522	0.974129	0.4570055	1.7676973	0.39030933
[LOG]	297	1.94931	1.71145	0.9	0.1	0.5	0.0044033583	0.004259873	0.9770947	0.45328096	1.8350432	0.65502846	0.9626279	0.45893624	1.845433	0.19599095
[LOG]	298	1.79149	1.61413	0.9	0.1	0.5	0.0043394133	0.0043494757	0.9744281	0.4501497	1.7701523	0.36340958	0.9679298	0.4599263	1.7755113	0.0030298233
[LOG]	299	1.91135	1.60761	0.9	0.1	0.5	0.0042970823	0.004278614	0.96895146	0.45741296	1.8373652	0.58764005	0.95944536	0.455554	1.8384951	0.0022892952
