[LOG]	epoch	train cost	valid. cost	alpha	beta	gamma	train error(recons_mse)	valid. error(recons_mse)	train cost(recons)	train cost(temporal)	train cost(pred)	valid. cost(recons)	valid. cost(temporal)	valid. cost(pred)
[LOG]	0	12.3972	12.3322	1	0.8	0	0.029808182	0.030217394	2.3519814	8.097516	2.339025	2.4233112	7.979531	2.3160863
[LOG]	1	8.1496	8.20017	1	0.8	0	0.025150862	0.02564551	1.923985	4.6267633	1.9045862	1.9405323	4.6508665	1.9169831
[LOG]	2	6.22727	6.22524	1	0.8	0	0.025093183	0.025821744	1.8972528	2.7495074	1.8833318	1.9107163	2.7214136	1.8990849
[LOG]	3	5.13878	5.15822	1	0.8	0	0.024762383	0.025406428	1.8798009	1.6931187	1.8665222	1.8914043	1.692225	1.8774445
[LOG]	4	4.52851	4.55312	1	0.8	0	0.024849448	0.025366724	1.875925	1.1035194	1.8469623	1.8852092	1.1095482	1.8585898
[LOG]	5	4.17319	4.20118	1	0.8	0	0.023898851	0.024741303	1.8580562	0.7773208	1.8343654	1.8757596	0.7771941	1.8473822
[LOG]	6	3.96407	3.98686	1	0.8	0	0.02323368	0.023966556	1.8454012	0.58690745	1.8282721	1.8601474	0.58552545	1.84006
[LOG]	7	3.84827	3.87139	1	0.8	0	0.023137873	0.02376886	1.8438506	0.47548035	1.8262225	1.8569201	0.4776487	1.8360722
[LOG]	8	3.76913	3.79097	1	0.8	0	0.023042306	0.02372061	1.8418868	0.40328014	1.8215289	1.8561245	0.4006195	1.8343617
[LOG]	9	3.70785	3.73236	1	0.8	0	0.02293098	0.023601066	1.8385199	0.34811023	1.8196745	1.8531871	0.34912413	1.8307081
[LOG]	10	3.65832	3.67925	1	0.8	0	0.022814281	0.023456182	1.8362131	0.30413413	1.8171661	1.8484051	0.30233845	1.8303357
[LOG]	11	3.6144	3.63512	1	0.8	0	0.02274465	0.023404047	1.8345271	0.26512158	1.8146652	1.8474852	0.26352653	1.8263562
[LOG]	12	3.57775	3.59862	1	0.8	0	0.022713102	0.023345985	1.8325131	0.2324031	1.8137546	1.8458894	0.23170088	1.8240024
[LOG]	13	3.54721	3.57124	1	0.8	0	0.022650244	0.023286758	1.8309097	0.20551613	1.81265	1.8445436	0.20548329	1.8256863
[LOG]	14	3.5204	3.54165	1	0.8	0	0.022629976	0.023215191	1.829693	0.18186508	1.8116547	1.8424755	0.18128851	1.8229632
[LOG]	15	3.49856	3.52182	1	0.8	0	0.02261724	0.023213778	1.8286073	0.16323033	1.8103669	1.8417157	0.16352236	1.8226886
[LOG]	16	3.48147	3.50382	1	0.8	0	0.022586638	0.023166453	1.8279738	0.1479918	1.8101642	1.8407463	0.14768004	1.8225235
[LOG]	17	3.4668	3.49311	1	0.8	0	0.022576628	0.023226468	1.8271579	0.13568215	1.8095447	1.8413812	0.13748652	1.8223954
[LOG]	18	3.45547	3.47939	1	0.8	0	0.022580972	0.023224995	1.8273582	0.12511964	1.8096203	1.8417424	0.12486694	1.821851
