[LOG]	epoch	train cost	valid. cost	alpha	beta	gamma	train error(recons_mse)	valid. error(recons_mse)	train cost(recons)	train cost(temporal)	train cost(pred)	valid. cost(recons)	valid. cost(temporal)	valid. cost(pred)
[LOG]	0	378.812	316.681	0.6	0.1	0	0.121219605	0.12057516	50.37883	456.6335	543.6154	50.151966	341.69824	614.18665
[LOG]	1	82.7322	76.4501	0.6	0.1	0	0.083184436	0.08343994	11.856987	116.18663	10.73281	11.866826	105.658516	10.981193
[LOG]	2	38.7381	34.5899	0.6	0.1	0	0.056765214	0.05707475	5.5804167	54.51657	3.5885453	5.637279	47.494717	3.669315
[LOG]	3	16.7177	24.2502	0.6	0.1	0	0.040294804	0.040097103	3.2983508	21.763084	2.7351944	3.2924998	34.3323	2.7040112
[LOG]	4	8.74506	8.09211	0.6	0.1	0	0.0312702	0.031312358	2.3476756	10.093856	2.5385826	2.3598557	8.983532	2.5492234
[LOG]	5	5.12458	5.3699	0.6	0.1	0	0.027401922	0.026673459	1.986539	4.685087	2.4034464	1.9568381	5.144861	2.3949995
[LOG]	6	4.29731	4.46278	0.6	0.1	0	0.026440682	0.026911896	1.9112618	3.4565907	2.2585795	1.9224819	3.7132678	2.260973
[LOG]	7	3.97119	4.05391	0.6	0.1	0	0.02449848	0.024647517	1.9021884	2.9517884	2.119396	1.901651	3.091433	2.1141014
[LOG]	8	3.91467	3.60124	0.6	0.1	0	0.019561734	0.019444006	1.8588241	2.9417808	2.049126	1.8572552	2.4235468	2.0399454
[LOG]	9	3.5783	3.43581	0.6	0.1	0	0.016710224	0.016402347	1.8318406	2.4298232	2.0278838	1.8280785	2.1988382	2.0264912
[LOG]	10	3.39373	3.32777	0.6	0.1	0	0.017854517	0.0179745	1.840629	2.1049168	2.0454617	1.8464439	1.9845738	2.049737
[LOG]	11	3.17661	3.25451	0.6	0.1	0	0.019297456	0.01924832	1.853356	1.7224883	2.0454872	1.855139	1.8489424	2.048017
[LOG]	12	3.13186	3.2578	0.6	0.1	0	0.01900274	0.018853739	1.8511008	1.6584376	2.010668	1.8525457	1.8670404	2.004
[LOG]	13	3.05257	3.04327	0.6	0.1	0	0.018238796	0.018086309	1.8463825	1.5416127	1.9725494	1.8423877	1.530997	1.9831291
[LOG]	14	2.88534	2.80216	0.6	0.1	0	0.0181298	0.018155968	1.8473091	1.2643025	1.9612269	1.8496479	1.1209507	1.966143
[LOG]	15	2.78086	2.75212	0.6	0.1	0	0.018173352	0.018251533	1.8488748	1.0896643	1.9542193	1.851193	1.0370374	1.9594498
[LOG]	16	2.90329	2.83758	0.6	0.1	0	0.018201131	0.018425317	1.8508885	1.2915634	1.9519469	1.8550141	1.1759509	1.9472772
[LOG]	17	2.67315	2.65116	0.6	0.1	0	0.017839767	0.017986657	1.8490692	0.91275877	1.9457421	1.8514637	0.87232816	1.9444791
[LOG]	18	2.72945	2.64922	0.6	0.1	0	0.017695935	0.017569028	1.8494678	1.0078008	1.9385352	1.8478577	0.8754709	1.9463112
[LOG]	19	2.68902	2.6443	0.6	0.1	0	0.017644633	0.017562674	1.8504153	0.93935823	1.9393622	1.8508191	0.86364305	1.9424478
[LOG]	20	2.72277	2.74757	0.6	0.1	0	0.017680574	0.017727908	1.8555142	0.98821837	1.9371405	1.8586001	1.0237746	1.9409091
[LOG]	21	2.6583	2.70065	0.6	0.1	0	0.017875131	0.017750898	1.8594531	0.87509024	1.9365442	1.8578228	0.9506825	1.9227381
[LOG]	22	2.66006	2.63423	0.6	0.1	0	0.017843563	0.017761616	1.8612068	0.8768999	1.9305798	1.8613812	0.83195794	1.94015
[LOG]	23	2.63064	2.63931	0.6	0.1	0	0.01787315	0.0177952	1.8624017	0.82647157	1.9316084	1.8625413	0.8397673	1.9371974
[LOG]	24	2.68682	2.59743	0.6	0.1	0	0.018073244	0.018014425	1.8651147	0.91669625	1.9293354	1.8645405	0.7671859	1.9383274
[LOG]	25	2.64018	2.63395	0.6	0.1	0	0.018373437	0.0182937	1.8694775	0.8308977	1.9383714	1.86923	0.82087725	1.938591
[LOG]	26	2.61578	2.58627	0.6	0.1	0	0.018560339	0.018464347	1.8726386	0.78610015	1.9356402	1.8710943	0.7396591	1.9345773
[LOG]	27	2.57746	2.58306	0.6	0.1	0	0.018487722	0.018587805	1.8700961	0.72670776	1.9381603	1.8728013	0.73173314	1.9369756
[LOG]	28	2.60078	2.52819	0.6	0.1	0	0.018601293	0.018689184	1.870182	0.76618266	1.9377389	1.8735296	0.6396688	1.9374527
[LOG]	29	2.58362	2.58527	0.6	0.1	0	0.018576799	0.018626492	1.8691542	0.74020296	1.9361789	1.8716683	0.7386635	1.9368145
[LOG]	30	2.58832	2.60266	0.6	0.1	0	0.018626234	0.01862547	1.8701837	0.74694145	1.9363545	1.8697537	0.77134466	1.937613
[LOG]	31	2.55681	2.55169	0.6	0.1	0	0.018666547	0.018482428	1.8695734	0.69615686	1.9357877	1.8662283	0.69399333	1.9310412
[LOG]	32	2.57023	2.54523	0.6	0.1	0	0.018515604	0.018416822	1.8655133	0.72620654	1.9337299	1.8683417	0.67969894	1.934542
[LOG]	33	2.55316	2.56054	0.6	0.1	0	0.018492477	0.01856756	1.8636662	0.7016704	1.9320836	1.8648568	0.7100734	1.9435284
[LOG]	34	2.53598	2.60317	0.6	0.1	0	0.01838504	0.01839234	1.8591408	0.6817448	1.9282553	1.8590888	0.791915	1.9396297
[LOG]	35	2.53946	2.52817	0.6	0.1	0	0.018327652	0.018130507	1.855021	0.69346637	1.9371219	1.8542628	0.6776825	1.9265771
[LOG]	36	2.55264	2.51079	0.6	0.1	0	0.018196268	0.018199796	1.848461	0.72844386	1.9277375	1.8492209	0.6588887	1.9189512
[LOG]	37	2.65047	2.60949	0.6	0.1	0	0.018137598	0.018155083	1.8415654	0.90369487	1.9262782	1.8455161	0.8292091	1.9238672
[LOG]	38	2.50187	2.49718	0.6	0.1	0	0.018058838	0.018141106	1.8344531	0.66971105	1.9178332	1.8384815	0.6533449	1.9288667
[LOG]	39	2.52077	2.48339	0.6	0.1	0	0.017942593	0.017956778	1.8241466	0.717775	1.9238429	1.82672	0.6511018	1.9243695
[LOG]	40	2.49406	2.46833	0.6	0.1	0	0.017814962	0.017706953	1.807447	0.7027666	1.9156653	1.8087059	0.65780634	1.9155084
[LOG]	41	2.49941	2.47068	0.6	0.1	0	0.017732754	0.017675007	1.7856015	0.74631125	1.9273782	1.7847931	0.7036637	1.9040486
[LOG]	42	2.45444	2.4494	0.6	0.1	0	0.017547702	0.01773477	1.7528322	0.72839934	1.912684	1.7563115	0.7131743	1.9189081
[LOG]	43	2.38484	2.42273	0.6	0.1	0	0.01737301	0.017205965	1.7101929	0.6780949	1.943386	1.7076961	0.7462861	1.9380329
[LOG]	44	2.38973	2.36642	0.6	0.1	0	0.0172702	0.01712556	1.6849152	0.7140757	2.026447	1.681142	0.6853234	2.0036237
[LOG]	45	2.43745	2.3629	0.6	0.1	0	0.016535554	0.016465425	1.6681321	0.8156106	2.0621479	1.6726975	0.6816175	2.075
[LOG]	46	2.34969	2.32762	0.6	0.1	0	0.016079696	0.016074246	1.6486648	0.71625257	1.9779576	1.6515111	0.6762671	1.9687027
[LOG]	47	2.31464	2.34601	0.6	0.1	0	0.015491838	0.015331273	1.6341115	0.6921883	1.9193907	1.6323695	0.7451715	1.9325814
[LOG]	48	2.31813	2.35827	0.6	0.1	0	0.014934187	0.014736082	1.6113101	0.7362447	1.9177055	1.6112151	0.80181503	1.9267037
