[LOG]	epoch	train cost	valid. cost	alpha	beta	gamma	train error(recons_mse)	valid. error(recons_mse)	train cost(recons)	train cost(temporal)	train cost(pred)	valid. cost(recons)	valid. cost(temporal)	valid. cost(pred)
[LOG]	0	29.0153	32.1167	0.1	1	0	0.03127047	0.030802406	2.875578	3.188691	25.751165	2.805031	3.1797967	28.924044
[LOG]	1	5.52547	5.44177	0.1	1	0	0.024170317	0.023630481	2.0604916	3.629617	3.032266	2.0385458	3.6223896	2.9712307
[LOG]	2	4.69724	4.67931	0.1	1	0	0.022300834	0.021987855	1.946814	3.9658833	2.283961	1.9394205	3.944674	2.275543
[LOG]	3	4.542	4.5197	0.1	1	0	0.022524366	0.021940935	1.9300504	4.1810474	2.123837	1.9167585	4.191046	2.1138282
[LOG]	4	4.50082	4.48053	0.1	1	0	0.022967696	0.022593515	1.9321148	4.257352	2.0728662	1.927948	4.2589364	2.0565922
[LOG]	5	4.44928	4.43728	0.1	1	0	0.022606183	0.022283563	1.9334549	4.232357	2.0224319	1.9241337	4.2301197	2.0199814
[LOG]	6	4.40461	4.38912	0.1	1	0	0.021801533	0.021477591	1.9286945	4.1360784	1.9921364	1.9233252	4.133774	1.9822509
[LOG]	7	4.36773	4.35287	0.1	1	0	0.021183927	0.020708196	1.9222826	4.021842	1.9731085	1.9153781	4.016062	1.9657382
[LOG]	8	4.33808	4.31007	0.1	1	0	0.020800829	0.020441355	1.9157317	3.881051	1.9641232	1.9030795	3.880257	1.948845
[LOG]	9	4.30831	4.30254	0.1	1	0	0.020880895	0.020429805	1.9062021	3.7126722	1.9607466	1.898201	3.7016478	1.9640715
[LOG]	10	4.28808	4.26402	0.1	1	0	0.021140551	0.020636607	1.9024642	3.5088186	1.964639	1.8940521	3.4951186	1.9503671
[LOG]	11	4.26182	4.23268	0.1	1	0	0.021565562	0.02111809	1.902626	3.2268047	1.9664148	1.8886517	3.221293	1.9517978
[LOG]	12	4.23339	4.2179	0.1	1	0	0.022006469	0.021553311	1.9059087	2.98522	1.9588461	1.8910359	2.9984336	1.956908
[LOG]	13	4.23583	4.20486	0.1	1	0	0.022341304	0.021761484	1.9119744	2.8750634	1.966247	1.9003625	2.8572707	1.948676
[LOG]	14	4.21727	4.20939	0.1	1	0	0.022350803	0.02188273	1.9033858	2.8626652	1.9575497	1.8935541	2.8710766	1.9586581
[LOG]	15	4.21107	4.19794	0.1	1	0	0.022194052	0.02163151	1.8977741	2.8550622	1.9577222	1.8898975	2.8493812	1.9530435
[LOG]	16	4.20029	4.17707	0.1	1	0	0.021975242	0.021498883	1.893395	2.8196266	1.9548721	1.8817028	2.8240235	1.9429045
[LOG]	17	4.19127	4.16393	0.1	1	0	0.021725852	0.021153508	1.8897289	2.7754962	1.9539496	1.876047	2.7646918	1.9413701
[LOG]	18	4.18797	4.15489	0.1	1	0	0.021643614	0.02125973	1.8918535	2.7465127	1.9514556	1.8722465	2.740823	1.9385535
[LOG]	19	4.17762	4.16683	0.1	1	0	0.021665726	0.021232734	1.8870316	2.7195525	1.9486699	1.8777325	2.7164326	1.9474853
[LOG]	20	4.16765	4.14057	0.1	1	0	0.021794591	0.021249108	1.8833749	2.6910164	1.9452546	1.8692999	2.6819751	1.9331528
[LOG]	21	4.16117	4.14283	0.1	1	0	0.021857627	0.021320948	1.8812692	2.6468236	1.9453274	1.8673265	2.6482825	1.9407846
[LOG]	22	4.15402	4.13271	0.1	1	0	0.021750445	0.021271214	1.8797771	2.6059155	1.9437604	1.867032	2.58918	1.9368721
[LOG]	23	4.14632	4.11569	0.1	1	0	0.021767478	0.021249816	1.8776468	2.5592191	1.9428706	1.865915	2.55863	1.9240314
[LOG]	24	4.14398	4.12645	0.1	1	0	0.021734769	0.021308966	1.874601	2.520898	1.947409	1.8685077	2.5206366	1.9359939
[LOG]	25	4.13175	4.11142	0.1	1	0	0.021721663	0.021196723	1.8708385	2.4867651	1.9423693	1.8648887	2.4862082	1.9280385
[LOG]	26	4.1287	4.10206	0.1	1	0	0.021809725	0.021347143	1.8696476	2.4559655	1.9436053	1.8571777	2.4650187	1.9285268
[LOG]	27	4.11887	4.09694	0.1	1	0	0.021732986	0.021255527	1.8666583	2.4143903	1.9409217	1.8536863	2.4265108	1.9307532
[LOG]	28	4.11105	4.09173	0.1	1	0	0.02172367	0.021179583	1.8656155	2.3799634	1.9375898	1.8554337	2.3745875	1.9289867
[LOG]	29	4.10101	4.08098	0.1	1	0	0.021668691	0.021199454	1.8591201	2.3479078	1.9372374	1.8482395	2.3461425	1.9282637
[LOG]	30	4.09351	4.07488	0.1	1	0	0.021628335	0.021156637	1.8541287	2.321502	1.937338	1.8446765	2.31792	1.9285201
[LOG]	31	4.0866	4.07175	0.1	1	0	0.021573061	0.021157617	1.8487113	2.3026016	1.9376901	1.8386754	2.2862136	1.9345138
[LOG]	32	4.07629	4.06284	0.1	1	0	0.02157991	0.021054542	1.8447461	2.2693772	1.9346277	1.8330369	2.2725308	1.9325747
[LOG]	33	4.0698	4.04622	0.1	1	0	0.021462841	0.020982714	1.8404449	2.2376704	1.9355568	1.8261774	2.2236004	1.9276539
[LOG]	34	4.06234	4.04275	0.1	1	0	0.02146995	0.021064816	1.8341461	2.2119448	1.9369094	1.8261434	2.206262	1.9258914
[LOG]	35	4.05366	4.02819	0.1	1	0	0.021333702	0.02092328	1.8283614	2.1819575	1.9369228	1.8166091	2.1828163	1.9231209
[LOG]	36	4.04241	4.01807	0.1	1	0	0.021252403	0.020758044	1.8205304	2.1644955	1.935159	1.8086822	2.1592376	1.9231921
[LOG]	37	4.033	4.01521	0.1	1	0	0.021129267	0.02065754	1.8161588	2.1414804	1.9323189	1.8000121	2.1368737	1.9311299
[LOG]	38	4.02541	3.99617	0.1	1	0	0.021048896	0.02057633	1.8101642	2.1242914	1.932361	1.7958354	2.1191845	1.9179672
[LOG]	39	4.02267	3.99325	0.1	1	0	0.020866062	0.020356366	1.805643	2.1056876	1.9359152	1.7925906	2.0992706	1.9201868
[LOG]	40	4.00576	3.98911	0.1	1	0	0.020596452	0.020164408	1.7963153	2.0915926	1.929649	1.7849735	2.0820897	1.9252914
[LOG]	41	3.99179	3.97743	0.1	1	0	0.020310178	0.019745907	1.7905338	2.0703428	1.9234751	1.7753752	2.0629244	1.9250168
[LOG]	42	3.98415	3.96487	0.1	1	0	0.020054221	0.019653691	1.7854413	2.0570786	1.9221498	1.7708478	2.0444708	1.9187312
[LOG]	43	3.97083	3.94799	0.1	1	0	0.019885872	0.019425377	1.7781317	2.0342898	1.9183252	1.7623544	2.031568	1.911529
[LOG]	44	3.95642	3.93795	0.1	1	0	0.019365584	0.018965485	1.7659352	2.0233197	1.9170394	1.7537291	2.0237632	1.9107318
[LOG]	45	3.9447	3.93446	0.1	1	0	0.019100409	0.018710125	1.7581801	2.0146785	1.9138111	1.7472539	2.0059123	1.9153768
[LOG]	46	3.92994	3.9072	0.1	1	0	0.018827043	0.018361699	1.7475911	2.004426	1.9105245	1.7360517	2.0014527	1.8996212
[LOG]	47	3.91889	3.89152	0.1	1	0	0.018458083	0.018085545	1.738077	2.000749	1.9091879	1.7258515	1.9958749	1.8945295
[LOG]	48	3.90086	3.87796	0.1	1	0	0.01791744	0.017627813	1.7219425	1.9993569	1.9072485	1.7099347	1.9980069	1.8964943
[LOG]	49	3.88275	3.86292	0.1	1	0	0.017239833	0.01685048	1.7036316	2.0070283	1.9065174	1.690253	2.0054836	1.9002267
[LOG]	50	3.86046	3.84247	0.1	1	0	0.016736705	0.016405128	1.6865289	2.016647	1.9002529	1.6759967	2.012062	1.8932512
[LOG]	51	3.83655	3.81311	0.1	1	0	0.015961709	0.015531054	1.6626396	2.0309906	1.8986157	1.6495073	2.025183	1.8888938
