[LOG]	epoch	train cost	valid. cost	alpha	beta	gamma	train error(recons_mse)	valid. error(recons_mse)	train cost(recons)	train cost(temporal)	train cost(pred)	valid. cost(recons)	valid. cost(temporal)	valid. cost(pred)
[LOG]	0	1358.2	1311.16	0.1	0.2	0	0.091278575	0.09184842	1346.5977	82.97331	16.148108	1299.615	82.64945	16.044481
[LOG]	1	33.1361	33.1069	0.1	0.2	0	0.048663888	0.048762385	26.729649	48.05061	7.6569533	26.657421	48.40919	7.6926265
[LOG]	2	10.7044	10.8043	0.1	0.2	0	0.04163648	0.04172232	6.2908587	32.65879	5.38888	6.372525	32.53657	5.5412574
[LOG]	3	7.34743	7.40657	0.1	0.2	0	0.041442852	0.041999284	3.8849883	24.47476	4.7257676	3.9200168	24.528528	4.8194294
[LOG]	4	6.21296	6.27642	0.1	0.2	0	0.042453676	0.04274288	3.2695312	19.757084	4.4892592	3.3157601	19.817595	4.5451536
[LOG]	5	5.65178	5.68359	0.1	0.2	0	0.043234497	0.043104768	3.037531	16.81751	4.3126926	3.0533445	16.811295	4.3958135
[LOG]	6	5.2946	5.33204	0.1	0.2	0	0.04338441	0.04368578	2.8964255	14.824633	4.2282286	2.926196	14.80567	4.2760706
[LOG]	7	5.06579	5.08611	0.1	0.2	0	0.043902297	0.04395269	2.8264837	13.411541	4.1399026	2.847007	13.427791	4.1307592
[LOG]	8	4.87414	4.85305	0.1	0.2	0	0.04363569	0.042929124	2.7556667	12.35833	4.061764	2.7390637	12.36503	4.035982
[LOG]	9	4.71171	4.74093	0.1	0.2	0	0.043162055	0.04345707	2.6933203	11.555179	3.9624188	2.708494	11.55478	4.0328684
[LOG]	10	4.5887	4.61977	0.1	0.2	0	0.042872563	0.044099536	2.6527534	10.86897	3.892865	2.6702082	10.889887	3.950507
[LOG]	11	4.45205	4.49509	0.1	0.2	0	0.042397667	0.043138336	2.5972533	10.293679	3.7744045	2.6247098	10.291992	3.8531399
[LOG]	12	4.34826	4.40733	0.1	0.2	0	0.04180011	0.042226095	2.5492609	9.778639	3.7525852	2.5995648	9.770045	3.800717
[LOG]	13	4.24862	4.27248	0.1	0.2	0	0.040952273	0.04039882	2.5167305	9.320106	3.6460238	2.52797	9.301635	3.7183707
[LOG]	14	4.16295	4.17901	0.1	0.2	0	0.040861562	0.041098148	2.4865515	8.886992	3.5848913	2.4940841	8.897726	3.6221473
[LOG]	15	4.07195	4.11944	0.1	0.2	0	0.039847232	0.040677942	2.4456878	8.48484	3.5350735	2.4862466	8.495426	3.5644326
[LOG]	16	3.99306	4.02923	0.1	0.2	0	0.03903792	0.039641622	2.41957	8.113958	3.4564915	2.4467542	8.121753	3.497547
[LOG]	17	3.90026	3.938	0.1	0.2	0	0.03832383	0.039417133	2.377412	7.7593927	3.3804727	2.409442	7.7604065	3.408516
[LOG]	18	3.82481	3.8808	0.1	0.2	0	0.037456594	0.038008165	2.3521285	7.406778	3.3058429	2.389968	7.407421	3.3962812
[LOG]	19	3.76177	3.774	0.1	0.2	0	0.037089452	0.037334695	2.3293433	7.0937157	3.2610302	2.336402	7.0843415	3.2916155
[LOG]	20	3.69911	3.71596	0.1	0.2	0	0.03643713	0.03633554	2.3098512	6.77413	3.2049665	2.3142	6.7732754	3.2679455
[LOG]	21	3.62255	3.65649	0.1	0.2	0	0.03571245	0.036188446	2.2760406	6.4814024	3.1376202	2.3075237	6.4806643	3.1502655
[LOG]	22	3.57115	3.58017	0.1	0.2	0	0.034960266	0.03604198	2.2621052	6.1918	3.0951662	2.2650712	6.21057	3.1160495
[LOG]	23	3.51354	3.52584	0.1	0.2	0	0.034329772	0.03484366	2.2422352	5.921995	3.0414166	2.2437649	5.928996	3.091788
[LOG]	24	3.45016	3.49569	0.1	0.2	0	0.03383463	0.034692913	2.2173495	5.655288	2.9823916	2.2565484	5.6591997	3.0121078
[LOG]	25	3.40242	3.41645	0.1	0.2	0	0.033405878	0.033423048	2.206804	5.4064426	2.9209597	2.2081823	5.398501	2.9881895
[LOG]	26	3.35579	3.37517	0.1	0.2	0	0.032928087	0.0337312	2.1918163	5.1613097	2.8855054	2.2079618	5.1715283	2.8965447
[LOG]	27	3.29843	3.35461	0.1	0.2	0	0.03230876	0.033809613	2.1679497	4.9315615	2.8330426	2.2179365	4.93526	2.8621798
[LOG]	28	3.25239	3.283	0.1	0.2	0	0.032121353	0.03243262	2.1548913	4.7067957	2.780707	2.182987	4.7101054	2.791655
[LOG]	29	3.21407	3.25019	0.1	0.2	0	0.03166161	0.032189578	2.147808	4.492625	2.7318335	2.1775124	4.4966297	2.7619066
[LOG]	30	3.17336	3.19838	0.1	0.2	0	0.03140728	0.031872287	2.1388185	4.286809	2.6763842	2.1563528	4.295096	2.7096703
[LOG]	31	3.12126	3.15137	0.1	0.2	0	0.03052745	0.030969586	2.115349	4.0888634	2.6324832	2.1381652	4.0970984	2.6648328
[LOG]	32	3.08905	3.11978	0.1	0.2	0	0.030728368	0.030911652	2.1113784	3.9066675	2.5826392	2.1366212	3.904869	2.6109793
[LOG]	33	3.0388	3.0652	0.1	0.2	0	0.030204644	0.030719971	2.0924668	3.7241523	2.5175328	2.1099503	3.7263708	2.560996
[LOG]	34	3.00715	3.03043	0.1	0.2	0	0.029673455	0.030490832	2.0861	3.5496955	2.4786675	2.1050935	3.5517871	2.4990234
[LOG]	35	2.97206	2.99575	0.1	0.2	0	0.029315053	0.03000795	2.0756702	3.3831756	2.4389427	2.0960577	3.3863537	2.4538696
[LOG]	36	2.9261	2.93704	0.1	0.2	0	0.028645776	0.028928347	2.0582626	3.2219439	2.3771448	2.065164	3.2242582	2.396208
[LOG]	37	2.88557	2.89609	0.1	0.2	0	0.027975833	0.0284631	2.045248	3.066144	2.317866	2.0499268	3.0698252	2.3452148
[LOG]	38	2.83527	2.86656	0.1	0.2	0	0.026995124	0.028200794	2.0192223	2.915642	2.2721474	2.0498507	2.918991	2.2737765
