[LOG]	epoch	train cost	valid. cost	alpha	beta	gamma	train error(recons_mse)	valid. error(recons_mse)	train cost(recons)	train cost(temporal)	train cost(pred)	valid. cost(recons)	valid. cost(temporal)	valid. cost(pred)
[LOG]	0	19.6469	18.9977	0.9	0.5	0	0.115803644	0.10893385	9.546186	7.5530586	6.4405193	9.02356	7.560726	6.173438
[LOG]	1	11.2918	11.0432	0.9	0.5	0	0.06267644	0.058289062	3.8252814	6.464717	3.1287863	3.62905	6.4677296	3.0187259
[LOG]	2	9.39128	9.26145	0.9	0.5	0	0.055879757	0.053552985	2.8860657	5.571233	2.8123078	2.7672913	5.5787573	2.7766376
[LOG]	3	8.37792	8.33242	0.9	0.5	0	0.059510652	0.058594994	2.6327417	4.8241982	2.6353803	2.5909834	4.824386	2.627554
[LOG]	4	7.63358	7.58121	0.9	0.5	0	0.058783326	0.05783808	2.5252383	4.1916986	2.4992332	2.4906418	4.187471	2.4712958
[LOG]	5	6.99591	6.95319	0.9	0.5	0	0.052546363	0.051625196	2.4219744	3.6397543	2.4233549	2.3807442	3.6573548	2.3886938
[LOG]	6	6.44874	6.40987	0.9	0.5	0	0.045262527	0.04520513	2.3123963	3.1893134	2.358709	2.292659	3.1799493	2.3372953
[LOG]	7	6.02824	5.97461	0.9	0.5	0	0.040741056	0.038390502	2.258352	2.8008857	2.324908	2.2100272	2.82004	2.2798243
[LOG]	8	5.65613	5.61735	0.9	0.5	0	0.037633076	0.035566553	2.2031062	2.4704614	2.285989	2.176655	2.485365	2.2345068
[LOG]	9	5.36549	5.29809	0.9	0.5	0	0.035597414	0.033822495	2.1776175	2.1821604	2.2747724	2.138025	2.1656306	2.2489147
[LOG]	10	5.08236	5.04431	0.9	0.5	0	0.034348205	0.031610545	2.1407707	1.9215649	2.2515185	2.0989366	1.9416715	2.222893
[LOG]	11	4.87252	4.8203	0.9	0.5	0	0.03358509	0.030767128	2.130851	1.7123837	2.2285256	2.0812607	1.7200829	2.2093992
[LOG]	12	4.66741	4.61043	0.9	0.5	0	0.032927398	0.030273495	2.113696	1.51648	2.2056198	2.0736558	1.5180871	2.1688414
[LOG]	13	4.47061	4.41557	0.9	0.5	0	0.03228469	0.02929778	2.0969267	1.342914	2.1584077	2.0560956	1.339542	2.1360528
[LOG]	14	4.30855	4.24416	0.9	0.5	0	0.031949006	0.029307025	2.0892074	1.185629	2.1332674	2.0543952	1.1755964	2.0921679
[LOG]	15	4.14803	4.10594	0.9	0.5	0	0.031224646	0.028337711	2.0738988	1.0380902	2.108842	2.0293515	1.0466903	2.0982885
[LOG]	16	4.01025	3.95745	0.9	0.5	0	0.030830078	0.028297396	2.061522	0.90699667	2.0944371	2.0230339	0.9071836	2.0654736
[LOG]	17	3.89524	3.84101	0.9	0.5	0	0.029968016	0.027673356	2.0488446	0.8002262	2.0823998	2.012365	0.7953727	2.0556374
[LOG]	18	3.79193	3.75574	0.9	0.5	0	0.029437764	0.02749545	2.0422184	0.70481294	2.0612445	2.0118618	0.7053802	2.0485673
[LOG]	19	3.70138	3.65885	0.9	0.5	0	0.02912233	0.02684686	2.034258	0.6228772	2.0440705	2.00166	0.6206873	2.028134
[LOG]	20	3.61902	3.56971	0.9	0.5	0	0.028537815	0.026368918	2.0234504	0.55160284	2.0297837	1.9944408	0.5516729	1.9890637
[LOG]	21	3.55513	3.50982	0.9	0.5	0	0.028087355	0.025829282	2.015204	0.49664214	2.018014	1.9837593	0.4959304	1.9915508
[LOG]	22	3.49845	3.44278	0.9	0.5	0	0.0279337	0.025188483	2.011956	0.44523543	2.0042927	1.9756752	0.43851113	1.977606
[LOG]	23	3.44924	3.4062	0.9	0.5	0	0.027399532	0.025408708	2.00537	0.40180674	1.9978634	1.9763168	0.400485	1.9722797
[LOG]	24	3.40349	3.36023	0.9	0.5	0	0.026847858	0.024676675	1.9946927	0.36750707	1.990129	1.9686975	0.36354148	1.9627516
[LOG]	25	3.36712	3.33036	0.9	0.5	0	0.026543014	0.024498342	1.9894998	0.33560318	1.9859109	1.96432	0.33717254	1.9599148
[LOG]	26	3.33334	3.29095	0.9	0.5	0	0.026284806	0.023927009	1.9854023	0.3078292	1.9772452	1.955927	0.3073335	1.9522957
[LOG]	27	3.30416	3.27638	0.9	0.5	0	0.025878455	0.024044963	1.9789168	0.28573722	1.9723247	1.9583913	0.28752494	1.9545946
[LOG]	28	3.27967	3.24395	0.9	0.5	0	0.025632061	0.023507934	1.975272	0.26502874	1.9686215	1.9499409	0.26520061	1.9475278
[LOG]	29	3.25658	3.22133	0.9	0.5	0	0.02538636	0.023368035	1.9697036	0.24935333	1.9625009	1.9475794	0.24697548	1.9405402
[LOG]	30	3.23492	3.203	0.9	0.5	0	0.025067383	0.02316245	1.9665871	0.23159069	1.9581107	1.946162	0.2310022	1.9361905
[LOG]	31	3.21532	3.18274	0.9	0.5	0	0.024954725	0.02286122	1.9638482	0.2164248	1.9524293	1.9396124	0.2203368	1.9286896
[LOG]	32	3.19801	3.1639	0.9	0.5	0	0.024683408	0.022884311	1.960603	0.20345877	1.9483742	1.9393421	0.2002789	1.928398
[LOG]	33	3.18221	3.14565	0.9	0.5	0	0.024608383	0.022422576	1.9588183	0.19086953	1.9437279	1.9320604	0.1900128	1.925675
[LOG]	34	3.16904	3.13212	0.9	0.5	0	0.024323795	0.02238482	1.9552923	0.18052073	1.9438081	1.9326593	0.1788138	1.9183012
[LOG]	35	3.15575	3.11903	0.9	0.5	0	0.024189027	0.022225302	1.9516172	0.17091903	1.9425944	1.9290789	0.16715042	1.9210248
[LOG]	36	3.14493	3.10798	0.9	0.5	0	0.02418756	0.022118665	1.9514545	0.16283867	1.9365528	1.9267682	0.16201916	1.9134976
[LOG]	37	3.13243	3.09364	0.9	0.5	0	0.023948574	0.022042178	1.9486971	0.15351504	1.9345767	1.9253452	0.15144268	1.9074471
[LOG]	38	3.1226	3.09038	0.9	0.5	0	0.023872169	0.02196645	1.9479587	0.1458354	1.9309512	1.9251268	0.14748316	1.9091992
[LOG]	39	3.11341	3.07753	0.9	0.5	0	0.02376089	0.021813646	1.9455094	0.14043248	1.9279108	1.9205351	0.1402899	1.9063548
[LOG]	40	3.10761	3.07134	0.9	0.5	0	0.023713725	0.021840293	1.9449807	0.13509704	1.9276779	1.9211977	0.13453132	1.903722
[LOG]	41	3.09823	3.06482	0.9	0.5	0	0.023622865	0.021761343	1.9427917	0.1282936	1.9262527	1.9216336	0.12702602	1.904026
[LOG]	42	3.09166	3.06014	0.9	0.5	0	0.023573484	0.021726007	1.9424453	0.12311748	1.9238234	1.9206531	0.122207254	1.9060028
[LOG]	43	3.08492	3.05127	0.9	0.5	0	0.023489662	0.021689532	1.939617	0.119951814	1.922392	1.9172859	0.1200016	1.899657
[LOG]	44	3.07887	3.04413	0.9	0.5	0	0.023459444	0.021543551	1.9389813	0.115239926	1.9207233	1.9147443	0.1159283	1.8984675
[LOG]	45	3.07256	3.03603	0.9	0.5	0	0.023358831	0.021477284	1.9362745	0.11269906	1.9187566	1.9130408	0.110574074	1.8960047
[LOG]	46	3.06724	3.03401	0.9	0.5	0	0.023356428	0.021561604	1.9357865	0.108298	1.9177059	1.9126861	0.10744812	1.8989842
[LOG]	47	3.06128	3.03074	0.9	0.5	0	0.02329497	0.021474736	1.933804	0.10459931	1.9170914	1.9122839	0.10644583	1.8957225
[LOG]	48	3.05669	3.02684	0.9	0.5	0	0.023274194	0.021535551	1.9330612	0.10209578	1.9145969	1.9110225	0.105064146	1.8936249
[LOG]	49	3.05117	3.01958	0.9	0.5	0	0.02323683	0.021493668	1.9313692	0.09951191	1.9122818	1.9110836	0.099437825	1.8898047
[LOG]	50	3.04499	3.01197	0.9	0.5	0	0.023215646	0.021373019	1.9290694	0.096119955	1.9113383	1.9074349	0.09562615	1.8894582
[LOG]	51	3.03999	3.00875	0.9	0.5	0	0.02317654	0.021428043	1.9267089	0.0938793	1.9107869	1.9052289	0.09448776	1.8901731
[LOG]	52	3.03571	2.99948	0.9	0.5	0	0.02318557	0.021338329	1.9257877	0.091650546	1.9088092	1.9028243	0.08932538	1.8864529
[LOG]	53	3.03058	2.99509	0.9	0.5	0	0.02315114	0.021364078	1.9248675	0.088756196	1.9063193	1.9020914	0.087902606	1.8824307
[LOG]	54	3.02562	2.98912	0.9	0.5	0	0.023158217	0.0213831	1.9221005	0.0869122	1.9060036	1.8992047	0.08517493	1.8819197
[LOG]	55	3.02007	2.98752	0.9	0.5	0	0.023156602	0.021459546	1.9209199	0.08331773	1.9044831	1.897226	0.085499294	1.882841
[LOG]	56	3.01254	2.97966	0.9	0.5	0	0.023146171	0.021419305	1.9171286	0.08152498	1.900976	1.8945585	0.08238778	1.8788129
[LOG]	57	3.00801	2.97345	0.9	0.5	0	0.023127293	0.021349154	1.9146808	0.080105245	1.9001149	1.8922162	0.07996351	1.8761926
[LOG]	58	3.00051	2.96243	0.9	0.5	0	0.023119098	0.021358414	1.9129449	0.077098764	1.8947791	1.8863581	0.07723392	1.8715504
